Name,collection_date,e_coli,Date
Sunnyside Beach,2023-07-26,110,2023-07-26
Sunnyside Beach,2023-07-26,290,2023-07-26
Sunnyside Beach,2023-07-26,120,2023-07-26
Sunnyside Beach,2023-07-26,160,2023-07-26
Sunnyside Beach,2023-07-26,150,2023-07-26
Sunnyside Beach,2023-07-26,260,2023-07-26
Marie Curtis Park East Beach,2023-07-25,410,2023-07-25
Marie Curtis Park East Beach,2023-07-25,270,2023-07-25
Marie Curtis Park East Beach,2023-07-25,270,2023-07-25
Marie Curtis Park East Beach,2023-07-25,260,2023-07-25
Marie Curtis Park East Beach,2023-07-25,450,2023-07-25
Sunnyside Beach,2023-07-25,120,2023-07-25
Sunnyside Beach,2023-07-25,210,2023-07-25
Sunnyside Beach,2023-07-25,110,2023-07-25
Sunnyside Beach,2023-07-25,80,2023-07-25
Sunnyside Beach,2023-07-25,110,2023-07-25
Sunnyside Beach,2023-07-25,200,2023-07-25
Marie Curtis Park East Beach,2023-07-24,240,2023-07-24
Marie Curtis Park East Beach,2023-07-24,930,2023-07-24
Marie Curtis Park East Beach,2023-07-24,650,2023-07-24
Marie Curtis Park East Beach,2023-07-24,290,2023-07-24
Marie Curtis Park East Beach,2023-07-24,340,2023-07-24
Sunnyside Beach,2023-07-24,70,2023-07-24
Sunnyside Beach,2023-07-24,170,2023-07-24
Sunnyside Beach,2023-07-24,160,2023-07-24
Sunnyside Beach,2023-07-24,150,2023-07-24
Sunnyside Beach,2023-07-24,90,2023-07-24
Sunnyside Beach,2023-07-24,90,2023-07-24
Marie Curtis Park East Beach,2023-07-23,30,2023-07-23
Marie Curtis Park East Beach,2023-07-23,20,2023-07-23
Marie Curtis Park East Beach,2023-07-23,20,2023-07-23
Marie Curtis Park East Beach,2023-07-23,70,2023-07-23
Marie Curtis Park East Beach,2023-07-23,10,2023-07-23
Sunnyside Beach,2023-07-23,80,2023-07-23
Sunnyside Beach,2023-07-23,90,2023-07-23
Sunnyside Beach,2023-07-23,60,2023-07-23
Sunnyside Beach,2023-07-23,40,2023-07-23
Sunnyside Beach,2023-07-23,110,2023-07-23
Sunnyside Beach,2023-07-23,10,2023-07-23
Marie Curtis Park East Beach,2023-07-22,20,2023-07-22
Marie Curtis Park East Beach,2023-07-22,10,2023-07-22
Marie Curtis Park East Beach,2023-07-22,10,2023-07-22
Marie Curtis Park East Beach,2023-07-22,10,2023-07-22
Marie Curtis Park East Beach,2023-07-22,10,2023-07-22
Sunnyside Beach,2023-07-22,90,2023-07-22
Sunnyside Beach,2023-07-22,20,2023-07-22
Sunnyside Beach,2023-07-22,200,2023-07-22
Sunnyside Beach,2023-07-22,20,2023-07-22
Sunnyside Beach,2023-07-22,10,2023-07-22
Sunnyside Beach,2023-07-22,10,2023-07-22
Marie Curtis Park East Beach,2023-07-21,1000,2023-07-21
Marie Curtis Park East Beach,2023-07-21,80,2023-07-21
Marie Curtis Park East Beach,2023-07-21,110,2023-07-21
Marie Curtis Park East Beach,2023-07-21,240,2023-07-21
Marie Curtis Park East Beach,2023-07-21,150,2023-07-21
Sunnyside Beach,2023-07-21,120,2023-07-21
Sunnyside Beach,2023-07-21,100,2023-07-21
Sunnyside Beach,2023-07-21,310,2023-07-21
Sunnyside Beach,2023-07-21,270,2023-07-21
Sunnyside Beach,2023-07-21,150,2023-07-21
Sunnyside Beach,2023-07-21,270,2023-07-21
Marie Curtis Park East Beach,2023-07-20,20,2023-07-20
Marie Curtis Park East Beach,2023-07-20,10,2023-07-20
Marie Curtis Park East Beach,2023-07-20,20,2023-07-20
Marie Curtis Park East Beach,2023-07-20,10,2023-07-20
Marie Curtis Park East Beach,2023-07-20,10,2023-07-20
Sunnyside Beach,2023-07-20,250,2023-07-20
Sunnyside Beach,2023-07-20,140,2023-07-20
Sunnyside Beach,2023-07-20,60,2023-07-20
Sunnyside Beach,2023-07-20,20,2023-07-20
Sunnyside Beach,2023-07-20,80,2023-07-20
Sunnyside Beach,2023-07-20,60,2023-07-20
Marie Curtis Park East Beach,2023-07-19,10,2023-07-19
Marie Curtis Park East Beach,2023-07-19,10,2023-07-19
Marie Curtis Park East Beach,2023-07-19,10,2023-07-19
Marie Curtis Park East Beach,2023-07-19,10,2023-07-19
Marie Curtis Park East Beach,2023-07-19,20,2023-07-19
Sunnyside Beach,2023-07-19,30,2023-07-19
Sunnyside Beach,2023-07-19,120,2023-07-19
Sunnyside Beach,2023-07-19,30,2023-07-19
Sunnyside Beach,2023-07-19,20,2023-07-19
Sunnyside Beach,2023-07-19,1000,2023-07-19
Sunnyside Beach,2023-07-19,30,2023-07-19
Marie Curtis Park East Beach,2023-07-18,10,2023-07-18
Marie Curtis Park East Beach,2023-07-18,50,2023-07-18
Marie Curtis Park East Beach,2023-07-18,10,2023-07-18
Marie Curtis Park East Beach,2023-07-18,20,2023-07-18
Marie Curtis Park East Beach,2023-07-18,50,2023-07-18
Sunnyside Beach,2023-07-18,140,2023-07-18
Sunnyside Beach,2023-07-18,120,2023-07-18
Sunnyside Beach,2023-07-18,30,2023-07-18
Sunnyside Beach,2023-07-18,230,2023-07-18
Sunnyside Beach,2023-07-18,30,2023-07-18
Sunnyside Beach,2023-07-18,110,2023-07-18
Marie Curtis Park East Beach,2023-07-17,290,2023-07-17
Marie Curtis Park East Beach,2023-07-17,280,2023-07-17
Marie Curtis Park East Beach,2023-07-17,40,2023-07-17
Marie Curtis Park East Beach,2023-07-17,30,2023-07-17
Marie Curtis Park East Beach,2023-07-17,30,2023-07-17
Sunnyside Beach,2023-07-17,70,2023-07-17
Sunnyside Beach,2023-07-17,200,2023-07-17
Sunnyside Beach,2023-07-17,120,2023-07-17
Sunnyside Beach,2023-07-17,140,2023-07-17
Sunnyside Beach,2023-07-17,90,2023-07-17
Sunnyside Beach,2023-07-17,180,2023-07-17
Marie Curtis Park East Beach,2023-07-16,40,2023-07-16
Marie Curtis Park East Beach,2023-07-16,40,2023-07-16
Marie Curtis Park East Beach,2023-07-16,30,2023-07-16
Marie Curtis Park East Beach,2023-07-16,20,2023-07-16
Marie Curtis Park East Beach,2023-07-16,10,2023-07-16
Sunnyside Beach,2023-07-16,200,2023-07-16
Sunnyside Beach,2023-07-16,200,2023-07-16
Sunnyside Beach,2023-07-16,480,2023-07-16
Sunnyside Beach,2023-07-16,180,2023-07-16
Sunnyside Beach,2023-07-16,450,2023-07-16
Sunnyside Beach,2023-07-16,200,2023-07-16
Marie Curtis Park East Beach,2023-07-15,460,2023-07-15
Marie Curtis Park East Beach,2023-07-15,220,2023-07-15
Marie Curtis Park East Beach,2023-07-15,200,2023-07-15
Marie Curtis Park East Beach,2023-07-15,220,2023-07-15
Marie Curtis Park East Beach,2023-07-15,450,2023-07-15
Sunnyside Beach,2023-07-15,180,2023-07-15
Sunnyside Beach,2023-07-15,300,2023-07-15
Sunnyside Beach,2023-07-15,160,2023-07-15
Sunnyside Beach,2023-07-15,190,2023-07-15
Sunnyside Beach,2023-07-15,170,2023-07-15
Sunnyside Beach,2023-07-15,300,2023-07-15
Marie Curtis Park East Beach,2023-07-14,40,2023-07-14
Marie Curtis Park East Beach,2023-07-14,10,2023-07-14
Marie Curtis Park East Beach,2023-07-14,20,2023-07-14
Marie Curtis Park East Beach,2023-07-14,40,2023-07-14
Marie Curtis Park East Beach,2023-07-14,10,2023-07-14
Sunnyside Beach,2023-07-14,840,2023-07-14
Sunnyside Beach,2023-07-14,400,2023-07-14
Sunnyside Beach,2023-07-14,660,2023-07-14
Sunnyside Beach,2023-07-14,490,2023-07-14
Sunnyside Beach,2023-07-14,890,2023-07-14
Sunnyside Beach,2023-07-14,390,2023-07-14
Marie Curtis Park East Beach,2023-07-13,1000,2023-07-13
Marie Curtis Park East Beach,2023-07-13,1000,2023-07-13
Marie Curtis Park East Beach,2023-07-13,1000,2023-07-13
Marie Curtis Park East Beach,2023-07-13,1000,2023-07-13
Marie Curtis Park East Beach,2023-07-13,1000,2023-07-13
Sunnyside Beach,2023-07-13,720,2023-07-13
Sunnyside Beach,2023-07-13,420,2023-07-13
Sunnyside Beach,2023-07-13,210,2023-07-13
Sunnyside Beach,2023-07-13,40,2023-07-13
Sunnyside Beach,2023-07-13,410,2023-07-13
Sunnyside Beach,2023-07-13,400,2023-07-13
Marie Curtis Park East Beach,2023-07-12,10,2023-07-12
Marie Curtis Park East Beach,2023-07-12,10,2023-07-12
Marie Curtis Park East Beach,2023-07-12,10,2023-07-12
Marie Curtis Park East Beach,2023-07-12,10,2023-07-12
Marie Curtis Park East Beach,2023-07-12,10,2023-07-12
Sunnyside Beach,2023-07-12,50,2023-07-12
Sunnyside Beach,2023-07-12,40,2023-07-12
Sunnyside Beach,2023-07-12,30,2023-07-12
Sunnyside Beach,2023-07-12,40,2023-07-12
Sunnyside Beach,2023-07-12,20,2023-07-12
Sunnyside Beach,2023-07-12,50,2023-07-12
Marie Curtis Park East Beach,2023-07-11,70,2023-07-11
Marie Curtis Park East Beach,2023-07-11,10,2023-07-11
Marie Curtis Park East Beach,2023-07-11,10,2023-07-11
Marie Curtis Park East Beach,2023-07-11,20,2023-07-11
Marie Curtis Park East Beach,2023-07-11,30,2023-07-11
Sunnyside Beach,2023-07-11,120,2023-07-11
Sunnyside Beach,2023-07-11,100,2023-07-11
Sunnyside Beach,2023-07-11,100,2023-07-11
Sunnyside Beach,2023-07-11,200,2023-07-11
Sunnyside Beach,2023-07-11,100,2023-07-11
Sunnyside Beach,2023-07-11,120,2023-07-11
Marie Curtis Park East Beach,2023-07-10,40,2023-07-10
Marie Curtis Park East Beach,2023-07-10,10,2023-07-10
Marie Curtis Park East Beach,2023-07-10,10,2023-07-10
Marie Curtis Park East Beach,2023-07-10,20,2023-07-10
Marie Curtis Park East Beach,2023-07-10,50,2023-07-10
Sunnyside Beach,2023-07-10,120,2023-07-10
Sunnyside Beach,2023-07-10,10,2023-07-10
Sunnyside Beach,2023-07-10,80,2023-07-10
Sunnyside Beach,2023-07-10,110,2023-07-10
Sunnyside Beach,2023-07-10,10,2023-07-10
Sunnyside Beach,2023-07-10,50,2023-07-10
Marie Curtis Park East Beach,2023-07-09,250,2023-07-09
Marie Curtis Park East Beach,2023-07-09,170,2023-07-09
Marie Curtis Park East Beach,2023-07-09,30,2023-07-09
Marie Curtis Park East Beach,2023-07-09,270,2023-07-09
Marie Curtis Park East Beach,2023-07-09,230,2023-07-09
Sunnyside Beach,2023-07-09,60,2023-07-09
Sunnyside Beach,2023-07-09,90,2023-07-09
Sunnyside Beach,2023-07-09,260,2023-07-09
Sunnyside Beach,2023-07-09,280,2023-07-09
Sunnyside Beach,2023-07-09,40,2023-07-09
Sunnyside Beach,2023-07-09,260,2023-07-09
Marie Curtis Park East Beach,2023-07-08,410,2023-07-08
Marie Curtis Park East Beach,2023-07-08,490,2023-07-08
Marie Curtis Park East Beach,2023-07-08,500,2023-07-08
Marie Curtis Park East Beach,2023-07-08,670,2023-07-08
Marie Curtis Park East Beach,2023-07-08,460,2023-07-08
Sunnyside Beach,2023-07-08,50,2023-07-08
Sunnyside Beach,2023-07-08,40,2023-07-08
Sunnyside Beach,2023-07-08,20,2023-07-08
Sunnyside Beach,2023-07-08,130,2023-07-08
Sunnyside Beach,2023-07-08,60,2023-07-08
Sunnyside Beach,2023-07-08,170,2023-07-08
Marie Curtis Park East Beach,2023-07-07,1000,2023-07-07
Marie Curtis Park East Beach,2023-07-07,1000,2023-07-07
Marie Curtis Park East Beach,2023-07-07,1000,2023-07-07
Marie Curtis Park East Beach,2023-07-07,1000,2023-07-07
Marie Curtis Park East Beach,2023-07-07,1000,2023-07-07
Sunnyside Beach,2023-07-07,10,2023-07-07
Sunnyside Beach,2023-07-07,120,2023-07-07
Sunnyside Beach,2023-07-07,40,2023-07-07
Sunnyside Beach,2023-07-07,20,2023-07-07
Sunnyside Beach,2023-07-07,80,2023-07-07
Sunnyside Beach,2023-07-07,20,2023-07-07
Marie Curtis Park East Beach,2023-07-06,60,2023-07-06
Marie Curtis Park East Beach,2023-07-06,20,2023-07-06
Marie Curtis Park East Beach,2023-07-06,80,2023-07-06
Marie Curtis Park East Beach,2023-07-06,20,2023-07-06
Marie Curtis Park East Beach,2023-07-06,40,2023-07-06
Sunnyside Beach,2023-07-06,10,2023-07-06
Sunnyside Beach,2023-07-06,20,2023-07-06
Sunnyside Beach,2023-07-06,10,2023-07-06
Sunnyside Beach,2023-07-06,50,2023-07-06
Sunnyside Beach,2023-07-06,10,2023-07-06
Sunnyside Beach,2023-07-06,30,2023-07-06
Marie Curtis Park East Beach,2023-07-05,40,2023-07-05
Marie Curtis Park East Beach,2023-07-05,10,2023-07-05
Marie Curtis Park East Beach,2023-07-05,50,2023-07-05
Marie Curtis Park East Beach,2023-07-05,80,2023-07-05
Marie Curtis Park East Beach,2023-07-05,40,2023-07-05
Sunnyside Beach,2023-07-05,20,2023-07-05
Sunnyside Beach,2023-07-05,100,2023-07-05
Sunnyside Beach,2023-07-05,20,2023-07-05
Sunnyside Beach,2023-07-05,10,2023-07-05
Sunnyside Beach,2023-07-05,50,2023-07-05
Sunnyside Beach,2023-07-05,20,2023-07-05
Marie Curtis Park East Beach,2023-07-04,410,2023-07-04
Marie Curtis Park East Beach,2023-07-04,410,2023-07-04
Marie Curtis Park East Beach,2023-07-04,340,2023-07-04
Marie Curtis Park East Beach,2023-07-04,600,2023-07-04
Marie Curtis Park East Beach,2023-07-04,490,2023-07-04
Sunnyside Beach,2023-07-04,120,2023-07-04
Sunnyside Beach,2023-07-04,60,2023-07-04
Sunnyside Beach,2023-07-04,180,2023-07-04
Sunnyside Beach,2023-07-04,170,2023-07-04
Sunnyside Beach,2023-07-04,60,2023-07-04
Sunnyside Beach,2023-07-04,330,2023-07-04
Marie Curtis Park East Beach,2023-07-03,210,2023-07-03
Marie Curtis Park East Beach,2023-07-03,110,2023-07-03
Marie Curtis Park East Beach,2023-07-03,150,2023-07-03
Marie Curtis Park East Beach,2023-07-03,120,2023-07-03
Marie Curtis Park East Beach,2023-07-03,90,2023-07-03
Sunnyside Beach,2023-07-03,30,2023-07-03
Sunnyside Beach,2023-07-03,40,2023-07-03
Sunnyside Beach,2023-07-03,30,2023-07-03
Sunnyside Beach,2023-07-03,50,2023-07-03
Sunnyside Beach,2023-07-03,10,2023-07-03
Sunnyside Beach,2023-07-03,220,2023-07-03
Marie Curtis Park East Beach,2023-07-02,1200,2023-07-02
Marie Curtis Park East Beach,2023-07-02,1200,2023-07-02
Marie Curtis Park East Beach,2023-07-02,1560,2023-07-02
Marie Curtis Park East Beach,2023-07-02,1430,2023-07-02
Marie Curtis Park East Beach,2023-07-02,1370,2023-07-02
Sunnyside Beach,2023-07-02,30,2023-07-02
Sunnyside Beach,2023-07-02,10,2023-07-02
Sunnyside Beach,2023-07-02,10,2023-07-02
Sunnyside Beach,2023-07-02,30,2023-07-02
Sunnyside Beach,2023-07-02,40,2023-07-02
Sunnyside Beach,2023-07-02,20,2023-07-02
Marie Curtis Park East Beach,2023-07-01,60,2023-07-01
Marie Curtis Park East Beach,2023-07-01,90,2023-07-01
Marie Curtis Park East Beach,2023-07-01,30,2023-07-01
Marie Curtis Park East Beach,2023-07-01,70,2023-07-01
Marie Curtis Park East Beach,2023-07-01,90,2023-07-01
Sunnyside Beach,2023-07-01,30,2023-07-01
Sunnyside Beach,2023-07-01,10,2023-07-01
Sunnyside Beach,2023-07-01,10,2023-07-01
Sunnyside Beach,2023-07-01,20,2023-07-01
Sunnyside Beach,2023-07-01,10,2023-07-01
Sunnyside Beach,2023-07-01,10,2023-07-01
Marie Curtis Park East Beach,2023-06-30,120,2023-06-30
Marie Curtis Park East Beach,2023-06-30,160,2023-06-30
Marie Curtis Park East Beach,2023-06-30,60,2023-06-30
Marie Curtis Park East Beach,2023-06-30,100,2023-06-30
Marie Curtis Park East Beach,2023-06-30,110,2023-06-30
Sunnyside Beach,2023-06-30,10,2023-06-30
Sunnyside Beach,2023-06-30,10,2023-06-30
Sunnyside Beach,2023-06-30,10,2023-06-30
Sunnyside Beach,2023-06-30,30,2023-06-30
Sunnyside Beach,2023-06-30,10,2023-06-30
Sunnyside Beach,2023-06-30,80,2023-06-30
Marie Curtis Park East Beach,2023-06-29,360,2023-06-29
Marie Curtis Park East Beach,2023-06-29,380,2023-06-29
Marie Curtis Park East Beach,2023-06-29,340,2023-06-29
Marie Curtis Park East Beach,2023-06-29,270,2023-06-29
Marie Curtis Park East Beach,2023-06-29,320,2023-06-29
Sunnyside Beach,2023-06-29,60,2023-06-29
Sunnyside Beach,2023-06-29,60,2023-06-29
Sunnyside Beach,2023-06-29,60,2023-06-29
Sunnyside Beach,2023-06-29,10,2023-06-29
Sunnyside Beach,2023-06-29,20,2023-06-29
Sunnyside Beach,2023-06-29,110,2023-06-29
Marie Curtis Park East Beach,2023-06-28,240,2023-06-28
Marie Curtis Park East Beach,2023-06-28,100,2023-06-28
Marie Curtis Park East Beach,2023-06-28,40,2023-06-28
Marie Curtis Park East Beach,2023-06-28,130,2023-06-28
Marie Curtis Park East Beach,2023-06-28,160,2023-06-28
Sunnyside Beach,2023-06-28,150,2023-06-28
Sunnyside Beach,2023-06-28,50,2023-06-28
Sunnyside Beach,2023-06-28,60,2023-06-28
Sunnyside Beach,2023-06-28,110,2023-06-28
Sunnyside Beach,2023-06-28,50,2023-06-28
Sunnyside Beach,2023-06-28,70,2023-06-28
Marie Curtis Park East Beach,2023-06-27,430,2023-06-27
Marie Curtis Park East Beach,2023-06-27,390,2023-06-27
Marie Curtis Park East Beach,2023-06-27,400,2023-06-27
Marie Curtis Park East Beach,2023-06-27,140,2023-06-27
Marie Curtis Park East Beach,2023-06-27,160,2023-06-27
Sunnyside Beach,2023-06-27,270,2023-06-27
Sunnyside Beach,2023-06-27,310,2023-06-27
Sunnyside Beach,2023-06-27,260,2023-06-27
Sunnyside Beach,2023-06-27,370,2023-06-27
Sunnyside Beach,2023-06-27,320,2023-06-27
Sunnyside Beach,2023-06-27,230,2023-06-27
Marie Curtis Park East Beach,2023-06-26,530,2023-06-26
Marie Curtis Park East Beach,2023-06-26,30,2023-06-26
Marie Curtis Park East Beach,2023-06-26,80,2023-06-26
Marie Curtis Park East Beach,2023-06-26,100,2023-06-26
Marie Curtis Park East Beach,2023-06-26,160,2023-06-26
Sunnyside Beach,2023-06-26,100,2023-06-26
Sunnyside Beach,2023-06-26,310,2023-06-26
Sunnyside Beach,2023-06-26,290,2023-06-26
Sunnyside Beach,2023-06-26,110,2023-06-26
Sunnyside Beach,2023-06-26,50,2023-06-26
Sunnyside Beach,2023-06-26,160,2023-06-26
Marie Curtis Park East Beach,2023-06-25,380,2023-06-25
Marie Curtis Park East Beach,2023-06-25,310,2023-06-25
Marie Curtis Park East Beach,2023-06-25,350,2023-06-25
Marie Curtis Park East Beach,2023-06-25,330,2023-06-25
Marie Curtis Park East Beach,2023-06-25,310,2023-06-25
Sunnyside Beach,2023-06-25,190,2023-06-25
Sunnyside Beach,2023-06-25,250,2023-06-25
Sunnyside Beach,2023-06-25,410,2023-06-25
Sunnyside Beach,2023-06-25,150,2023-06-25
Sunnyside Beach,2023-06-25,120,2023-06-25
Sunnyside Beach,2023-06-25,420,2023-06-25
Marie Curtis Park East Beach,2023-06-24,290,2023-06-24
Marie Curtis Park East Beach,2023-06-24,150,2023-06-24
Marie Curtis Park East Beach,2023-06-24,160,2023-06-24
Marie Curtis Park East Beach,2023-06-24,310,2023-06-24
Marie Curtis Park East Beach,2023-06-24,240,2023-06-24
Sunnyside Beach,2023-06-24,90,2023-06-24
Sunnyside Beach,2023-06-24,20,2023-06-24
Sunnyside Beach,2023-06-24,40,2023-06-24
Sunnyside Beach,2023-06-24,10,2023-06-24
Sunnyside Beach,2023-06-24,10,2023-06-24
Sunnyside Beach,2023-06-24,70,2023-06-24
Marie Curtis Park East Beach,2023-06-23,10,2023-06-23
Marie Curtis Park East Beach,2023-06-23,20,2023-06-23
Marie Curtis Park East Beach,2023-06-23,20,2023-06-23
Marie Curtis Park East Beach,2023-06-23,10,2023-06-23
Marie Curtis Park East Beach,2023-06-23,10,2023-06-23
Sunnyside Beach,2023-06-23,20,2023-06-23
Sunnyside Beach,2023-06-23,30,2023-06-23
Sunnyside Beach,2023-06-23,20,2023-06-23
Sunnyside Beach,2023-06-23,20,2023-06-23
Sunnyside Beach,2023-06-23,10,2023-06-23
Sunnyside Beach,2023-06-23,30,2023-06-23
Marie Curtis Park East Beach,2023-06-22,10,2023-06-22
Marie Curtis Park East Beach,2023-06-22,10,2023-06-22
Marie Curtis Park East Beach,2023-06-22,10,2023-06-22
Marie Curtis Park East Beach,2023-06-22,30,2023-06-22
Marie Curtis Park East Beach,2023-06-22,10,2023-06-22
Sunnyside Beach,2023-06-22,30,2023-06-22
Sunnyside Beach,2023-06-22,10,2023-06-22
Sunnyside Beach,2023-06-22,10,2023-06-22
Sunnyside Beach,2023-06-22,20,2023-06-22
Sunnyside Beach,2023-06-22,20,2023-06-22
Sunnyside Beach,2023-06-22,10,2023-06-22
Marie Curtis Park East Beach,2023-06-21,10,2023-06-21
Marie Curtis Park East Beach,2023-06-21,10,2023-06-21
Marie Curtis Park East Beach,2023-06-21,20,2023-06-21
Marie Curtis Park East Beach,2023-06-21,30,2023-06-21
Marie Curtis Park East Beach,2023-06-21,20,2023-06-21
Sunnyside Beach,2023-06-21,20,2023-06-21
Sunnyside Beach,2023-06-21,10,2023-06-21
Sunnyside Beach,2023-06-21,20,2023-06-21
Sunnyside Beach,2023-06-21,30,2023-06-21
Sunnyside Beach,2023-06-21,10,2023-06-21
Sunnyside Beach,2023-06-21,30,2023-06-21
Marie Curtis Park East Beach,2023-06-20,260,2023-06-20
Marie Curtis Park East Beach,2023-06-20,230,2023-06-20
Marie Curtis Park East Beach,2023-06-20,210,2023-06-20
Marie Curtis Park East Beach,2023-06-20,140,2023-06-20
Marie Curtis Park East Beach,2023-06-20,140,2023-06-20
Sunnyside Beach,2023-06-20,300,2023-06-20
Sunnyside Beach,2023-06-20,20,2023-06-20
Sunnyside Beach,2023-06-20,10,2023-06-20
Sunnyside Beach,2023-06-20,20,2023-06-20
Sunnyside Beach,2023-06-20,30,2023-06-20
Sunnyside Beach,2023-06-20,10,2023-06-20
Marie Curtis Park East Beach,2023-06-19,230,2023-06-19
Marie Curtis Park East Beach,2023-06-19,10,2023-06-19
Marie Curtis Park East Beach,2023-06-19,50,2023-06-19
Marie Curtis Park East Beach,2023-06-19,90,2023-06-19
Marie Curtis Park East Beach,2023-06-19,150,2023-06-19
Sunnyside Beach,2023-06-19,10,2023-06-19
Sunnyside Beach,2023-06-19,10,2023-06-19
Sunnyside Beach,2023-06-19,20,2023-06-19
Sunnyside Beach,2023-06-19,10,2023-06-19
Sunnyside Beach,2023-06-19,10,2023-06-19
Sunnyside Beach,2023-06-19,10,2023-06-19
Marie Curtis Park East Beach,2023-06-18,80,2023-06-18
Marie Curtis Park East Beach,2023-06-18,20,2023-06-18
Marie Curtis Park East Beach,2023-06-18,10,2023-06-18
Marie Curtis Park East Beach,2023-06-18,10,2023-06-18
Marie Curtis Park East Beach,2023-06-18,20,2023-06-18
Sunnyside Beach,2023-06-18,10,2023-06-18
Sunnyside Beach,2023-06-18,60,2023-06-18
Sunnyside Beach,2023-06-18,10,2023-06-18
Sunnyside Beach,2023-06-18,10,2023-06-18
Sunnyside Beach,2023-06-18,20,2023-06-18
Sunnyside Beach,2023-06-18,20,2023-06-18
Marie Curtis Park East Beach,2023-06-17,100,2023-06-17
Marie Curtis Park East Beach,2023-06-17,100,2023-06-17
Marie Curtis Park East Beach,2023-06-17,200,2023-06-17
Marie Curtis Park East Beach,2023-06-17,110,2023-06-17
Marie Curtis Park East Beach,2023-06-17,130,2023-06-17
Sunnyside Beach,2023-06-17,60,2023-06-17
Sunnyside Beach,2023-06-17,20,2023-06-17
Sunnyside Beach,2023-06-17,30,2023-06-17
Sunnyside Beach,2023-06-17,20,2023-06-17
Sunnyside Beach,2023-06-17,10,2023-06-17
Sunnyside Beach,2023-06-17,10,2023-06-17
Marie Curtis Park East Beach,2023-06-16,480,2023-06-16
Marie Curtis Park East Beach,2023-06-16,580,2023-06-16
Marie Curtis Park East Beach,2023-06-16,850,2023-06-16
Marie Curtis Park East Beach,2023-06-16,570,2023-06-16
Marie Curtis Park East Beach,2023-06-16,610,2023-06-16
Sunnyside Beach,2023-06-16,80,2023-06-16
Sunnyside Beach,2023-06-16,50,2023-06-16
Sunnyside Beach,2023-06-16,30,2023-06-16
Sunnyside Beach,2023-06-16,30,2023-06-16
Sunnyside Beach,2023-06-16,30,2023-06-16
Sunnyside Beach,2023-06-16,30,2023-06-16
Marie Curtis Park East Beach,2023-06-15,120,2023-06-15
Marie Curtis Park East Beach,2023-06-15,60,2023-06-15
Marie Curtis Park East Beach,2023-06-15,110,2023-06-15
Marie Curtis Park East Beach,2023-06-15,120,2023-06-15
Marie Curtis Park East Beach,2023-06-15,140,2023-06-15
Sunnyside Beach,2023-06-15,160,2023-06-15
Sunnyside Beach,2023-06-15,10,2023-06-15
Sunnyside Beach,2023-06-15,50,2023-06-15
Sunnyside Beach,2023-06-15,30,2023-06-15
Sunnyside Beach,2023-06-15,30,2023-06-15
Sunnyside Beach,2023-06-15,40,2023-06-15
Marie Curtis Park East Beach,2023-06-14,280,2023-06-14
Marie Curtis Park East Beach,2023-06-14,230,2023-06-14
Marie Curtis Park East Beach,2023-06-14,320,2023-06-14
Marie Curtis Park East Beach,2023-06-14,200,2023-06-14
Marie Curtis Park East Beach,2023-06-14,380,2023-06-14
Sunnyside Beach,2023-06-14,780,2023-06-14
Sunnyside Beach,2023-06-14,30,2023-06-14
Sunnyside Beach,2023-06-14,70,2023-06-14
Sunnyside Beach,2023-06-14,490,2023-06-14
Sunnyside Beach,2023-06-14,320,2023-06-14
Sunnyside Beach,2023-06-14,60,2023-06-14
Marie Curtis Park East Beach,2023-06-13,1000,2023-06-13
Marie Curtis Park East Beach,2023-06-13,1000,2023-06-13
Marie Curtis Park East Beach,2023-06-13,1000,2023-06-13
Marie Curtis Park East Beach,2023-06-13,1000,2023-06-13
Marie Curtis Park East Beach,2023-06-13,1000,2023-06-13
Sunnyside Beach,2023-06-13,30,2023-06-13
Sunnyside Beach,2023-06-13,120,2023-06-13
Sunnyside Beach,2023-06-13,200,2023-06-13
Sunnyside Beach,2023-06-13,50,2023-06-13
Sunnyside Beach,2023-06-13,90,2023-06-13
Sunnyside Beach,2023-06-13,340,2023-06-13
Sunnyside Beach,2023-06-12,80,2023-06-12
Sunnyside Beach,2023-06-12,80,2023-06-12
Sunnyside Beach,2023-06-12,50,2023-06-12
Sunnyside Beach,2023-06-12,160,2023-06-12
Sunnyside Beach,2023-06-12,50,2023-06-12
Sunnyside Beach,2023-06-12,30,2023-06-12
Marie Curtis Park East Beach,2023-06-11,120,2023-06-11
Marie Curtis Park East Beach,2023-06-11,60,2023-06-11
Marie Curtis Park East Beach,2023-06-11,150,2023-06-11
Marie Curtis Park East Beach,2023-06-11,10,2023-06-11
Marie Curtis Park East Beach,2023-06-11,150,2023-06-11
Sunnyside Beach,2023-06-11,240,2023-06-11
Sunnyside Beach,2023-06-11,30,2023-06-11
Sunnyside Beach,2023-06-11,40,2023-06-11
Sunnyside Beach,2023-06-11,170,2023-06-11
Sunnyside Beach,2023-06-11,40,2023-06-11
Sunnyside Beach,2023-06-11,40,2023-06-11
Marie Curtis Park East Beach,2023-06-10,100,2023-06-10
Marie Curtis Park East Beach,2023-06-10,80,2023-06-10
Marie Curtis Park East Beach,2023-06-10,100,2023-06-10
Marie Curtis Park East Beach,2023-06-10,160,2023-06-10
Marie Curtis Park East Beach,2023-06-10,80,2023-06-10
Sunnyside Beach,2023-06-10,30,2023-06-10
